title,tags
Run code on creation of a PHP class instance?,"['php', 'class', 'oop']"
Inserting data in oracle database using php,['php']
Change Tomcat log files path,['java']
Exporting Histogram from R to Excel,"['r', 'excel']"
OS X: Determine Trash location for a given path,['osx']
has_one relationship validation in rails,['ruby-on-rails']
Is there any reason to use a database connection pool with ActiveRecord?,['ruby-on-rails']
Extraction of HTML Tags using Java,['java']
unable to import libraries in eclipse for google places api project,"['java', 'eclipse']"
How do I update the SSL cert in my android apps?,"['java', 'android']"
How do create a Generic Object using Reflection,"['c#', 'java', 'generics']"
Sorting array with clothing sizes and extra values,"['php', 'javascript', 'arrays']"
Wrapping the text the same way in a div as in a textarea,"['javascript', 'jquery', 'html']"
How to get changes in ObservableCollection,"['c#', 'wpf']"
How do I use java.lang.Integer inside scala,['java']
Salesforce datetime issues,"['c#', 'datetime']"
Restrict the classes that may implement an interface,"['c#', 'java']"
Rails namespace root error,['ruby-on-rails']
"C# events, how to raise them?",['c#']
Visual Studio Auto Format Curly Brace on Next Line,"['c#', 'visual-studio']"
"What does ""+="" (plus equals) mean?",['javascript']
Laravel automatically logged out after few seconds?,"['php', 'laravel']"
PHP DateTime class not working,"['php', 'datetime']"
ftp_put not transfering files to ftp,['php']
Can't Install MySQL2 0.3.16 gem on Ruby,"['mysql', 'ruby-on-rails', 'ruby']"
ASP.NET web page to device connect to server's USB (COM) port,"['c#', 'asp.net']"
R ggplot2/ezPlot: Plotting 3x3 RM ANOVA design per quantile of covariate with error bars,['r']
ASP.NET MVC EditorFor custom javascript,"['javascript', 'asp.net-mvc']"
How to change the button text of another programs window,['c#']
What can C++ do that is too hard or messy in any other language?,['c++']
How to assign a NavigateUrl to a HyperLinkField (GridView) depending on content,"['c#', 'asp.net']"
adding items to deep List of KeyValuePairs,['c#']
Virtualenvs won't work after switching from 64 to 32-bit Python on OSX,"['python', 'osx']"
Mockito - how to verify that a mock was never invoked,"['java', 'unit-testing']"
Comparison operator performance <= against !=,"['c++', 'performance']"
Template does not update when using ui-router and ion-tabs,['javascript']
"hibernate 5.2.2 (entity annotation) + mysql, first example on eclipse","['mysql', 'java', 'eclipse', 'hibernate']"
Add cash on delivery price while creating the order programatically in magento,['php']
_M_ construct null not valid error when trying to implement multi threaded queue,"['c++', 'multithreading', 'c']"
Converting Hex to Binary and storing bits in an array,"['c++', 'arrays', 'c']"
Storing value in Session in Thread in MVC,"['c#', 'session']"
WinForms Textbox only allow numbers between 1 and 6,"['c#', 'winforms']"
How can I make my navigation bar uniformly semi-transparent?,"['ios', 'objective-c']"
Moving the cursor in Java,['java']
How to dynamically generate options for RichCombo in CKEDITOR?,['javascript']
Ruby code in logstash failing with _rubyexception,['ruby']
How to dynamically create and read structs in C?,['c']
Get my location using code C#,['c#']
"When I open a custom UIView from a UITableViewController, how do I close the custom view and go back to the table view?","['ios', 'objective-c', 'uitableview']"
Javascript change query string for refresh,['javascript']
Simple PHP 5.4 session upload progress data not in session variable,"['php', 'session']"
Reflection to build list of EntityTypeConfiguration for Entity Framework CPT5,[]
practice: removing all string occurrences from another,"['string', 'regex']"
Is it possible to generate JPA entity classes from a database schema at runtime?,"['java', 'hibernate']"
Qt mouse click detection doesn't work all the time,"['c++', 'qt']"
Get node.js neDB data into a variable,"['javascript', 'node.js']"
"Google map only loads after ""refresh""","['javascript', 'jquery']"
d3 svg charts on ie8 (Windows XP),['javascript']
PHP table of current month with date on each row,"['php', 'mysql', 'date']"
Java 8 Lambda variable scope,['java']
"PyQt4 names showing as undefined in eclipse, but it runs fine","['eclipse', 'python', 'qt']"
Finding %ebp after crash (have %eip),[]
UIButton not clickable in UITableViewCell,"['ios', 'objective-c', 'uitableview']"
WPF alignment of textbox and button within a Grid?,"['c#', 'wpf']"
Append html to .text() method at D3 library,['javascript']
How to make two charts using highchart show up in the same line side by side using div,"['javascript', 'jquery']"
the maximum concurrent users that tomcat 5.5 can handle,['java']
regular expression to validate datetime format (MM/DD/YYYY),"['c#', 'regex', 'validation']"
Set the appropriate language_in option,['ruby-on-rails']
Angular uib-popover displays in wrong position when set on overflowed text,"['javascript', 'angularjs']"
Preserve RichText formatting when storing in a database?,['c#']
Can't get value of textarea using Javascript,['javascript']
cannot find symbol method OnClickListener android,"['java', 'android']"
CheckedListBox Repopulating problem in C#.NET,['c#']
Java only allowing global variables to be static?,['java']
File_exists always false in laravel 4,"['php', 'laravel']"
"When form action to same page, retain page position?","['c#', 'forms']"
Trying to replace my boost::asio::read with boost::asio::async_read,['c++']
"capybara - click_link error ""wrong number of arguments (1 for 0)""","['ruby-on-rails', 'ruby']"
Only one selected checkbox,"['php', 'javascript', 'jquery', 'html']"
HttpContext.Current.Session - NullReferenceException,"['c#', 'asp.net']"
SyntaxError: Unexpected Number (JSON.parse),"['javascript', 'json']"
Disassembling Bit Flag Enumerations in SQL Server,"['c#', 'sql-server']"
How to automatically generate a page after user fills a form via PHP?,"['php', 'html', 'forms']"
Efficient way to parse 100mb of JSON payload,"['json', 'performance']"
draw lines around specific areas in geom_tile,['r']
StreamWriter Problem with encoding UTF-7,['c#']
How to add spelling suggestions to PHP/SQL search script,"['php', 'mysql', 'sql']"
Whats the Java equivalent of NSArrays and arc4random?,['java']
How to debug a DLL file in Delphi,['c++']
Can't get performance improvements by using the Oj JSON parser,"['java', 'performance']"
Entity Framework with SQLite exception: The underlying provider failed on Commit,"['c#', 'entity-framework']"
Difficulty Connecting To SQL Server Express 2012 from VB.NET (Express),['vb.net']
passing href attributes to another php page,"['php', 'javascript', 'html']"
Convert int to CGFloat,"['objective-c', 'iphone']"
Autoplay Youtube Video When Scrolled to,"['javascript', 'jquery']"
Can web hosted javascript files be included in metro apps?,[]
Private method called error,[]
Python: for-iteration through a utf-8 string -> what's the data type/encoding of the iterators?,"['python', 'string']"
HttpURLConnections ignore timeouts and never return,['java']
Using matplotlib axes with ginput and imshow,['python']
Why is accumulate faster than a simple for cycle?,['performance']
Determine MIME type from NSData?,"['ios', 'objective-c']"
How to subset a range of values in lm(),['r']
Fill List<int> with default values?,"['c#', 'list']"
Why the Implicit declaration of function 'usleep' is invalid in C99` happened when compile C library in Xcode 6?,"['ios', 'objective-c', 'xcode']"
"No client in ""C:\Program Files\Java\jre7\bin"" in jdk-7u51-windows-x64?","['java', 'windows']"
Whats does % mean in Python? Have trouble understanding,['python']
"Removing extra ""empty"" characters from byte array and converting to a string","['c#', 'java', 'string', 'arrays']"
Pushing data from Django app to Android app,"['django', 'android']"
.append() is not appending PHP Code,['php']
Performing a sum() on a collection in Laravel,"['php', 'laravel']"
Is it possible to show all active jQuery bind()'s?,"['javascript', 'jquery']"
Select by Lambda Expression And Check Null Value,"['c#', 'linq']"
How to change cell value of an html table through javascript,"['javascript', 'html']"
Compile error using map iterators,['c++']
Unable to connect to MongoDB hosted on a different server - PHP,"['php', 'mongodb']"
How to find prime factors in a range in php,['php']
How can I compare POJOs by their fields reflectively,['java']
How to get screenshot of a window as bitmap object in C++?,['c++']
How do I convert a Word document to XML using PHP?,"['php', 'xml']"
C# detect process exit,['c#']
Browser does not show changes in JavaScript. It keeps the old version,['javascript']
2 databases with the same name exist in web.config,"['c#', 'asp.net']"
Entity Framework 6 update a table and insert into foreign key related tables,"['c#', 'entity-framework']"
How can I make a request with both GET and POST parameters in PHP with cURL?,['php']
Change node type,['javascript']
Violation reading location in std::map operator[],['c++']
How to get the substring in C#?,['c#']
"Meaning of <T, U extends T> in java function declaration",['java']
How to use or/and in dplyr to subset a data.frame,['r']
how to find minimum & maximum values latitude and longitude on google map,"['javascript', 'google-maps']"
Make Html5 Canvas and Its contained image responsive across browsers,"['javascript', 'html5']"
"How to fix ""no implicit conversion of nil into String"" in Ruby",['ruby']
Phonegap / Cordova Change volume of individual sound?,['javascript']
Retrieve PHP Variables with ajax load function,"['php', 'javascript', 'jquery', 'ajax']"
Multiple-writer thread-safe queue in C,"['multithreading', 'c']"
Javascript to change text of a span within div,"['javascript', 'html']"
"How to use an Items Collection Editor on a custom UserControl (.Net 4, Winforms)?","['c#', 'winforms', '.net']"
Notice: Array to string conversion on PDO database connection,"['php', 'mysql']"
Codeigniter require_once() error when implementing reCaptcha,"['php', 'codeigniter']"
AVPlayer Item get a nan duration,"['ios', 'objective-c']"
Can Selenium be used to testing single page JavaScript apps?,"['javascript', 'java', 'selenium']"
"Is it possible to run a php code on every html file using htaccess, or similar?",['php']
How to enable Edit and Continue in Visual Studio ,"['c#', 'visual-studio', 'visual-studio-2010']"
How to search multiple fields of an access database in VB using code,['vb.net']
Why can't I pass List<Customer> as a parameter to a method that accepts List<object>?,['c#']
"When using php exec() to run shell scripts, one script works (which simply does git status) and one doesn't (which does git checkout). How come?",['php']
IE Date.parse method returns NaN for Date with Time string,"['javascript', 'date', 'datetime']"
ASP.NET - Use Column Name Instead of Index In GridViewRowEventArgs Row.Cells.Item,"['c#', 'asp.net']"
